date,124-trimethylbenzene,224-trimethylpentane,234-trimethylpentane,23-dimethylbutane,23-dimethylpentane,2-methylheptane,3-methylhexane,3-methylpentane,acetylene,benzene,cis-2-butene,cis-2-pentene,ethane,ethylbenzene,ethylene,isobutane,isopentane,isoprene,isopropylbenzene,m_p_xylene,m-diethylbenzene,m-ethyltoluene,n-butane,n-decane,n-heptane,n-hexane,n-nonane,n-octane,n-pentane,n-propylbenzene,n-undecane,o-ethyltoluene,o-xylene,propane,propylene,styrene,toluene,trans-2-butene,trans-2-pentene,unidentified,tnmoc
2005-06-26T06:00:00.000000,0.1035,0.2745,0.0855,0.084,0.054,0.0345,0.0855,0.3135,0.243,0.4335,0.008333,0.0285,1.446001,0.0975,0.6075,0.5925,1.021501,0.63,0.008333,0.2655,0.008333,0.1065,1.068001,0.075,0.09,0.3765,0.0495,0.054,0.5475,0.024,0.027,0.0495,0.0945,1.170001,0.2175,0.045,0.6435,0.008333,0.0315,27.433302,514.7466
2005-06-27T03:00:00.000000,0.008333,0.72,0.2655,0.1575,0.1185,0.0705,0.2115,0.75,0.534,0.522,0.0315,0.0765,2.023501,0.219,2.835002,0.999001,1.983001,0.1005,0.008333,0.807001,0.008333,0.267,0.987001,0.156,0.2505,3.840002,0.093,0.18,1.020001,0.084,0.008333,0.099,0.339,1.663501,0.4785,0.057,1.500001,0.008333,0.1395,83.923601,1300.2492
2005-06-27T06:00:00.000000,0.008333,0.5955,0.1935,0.5835,0.129,0.117,0.243,0.786,0.546,0.6195,0.0345,0.144,2.451002,0.1665,1.048501,0.991501,4.332003,0.6585,0.008333,0.6135,0.008333,0.1515,2.029501,0.048,0.2415,2.437502,0.063,0.096,1.728001,0.042,0.075,0.066,0.2145,2.151001,0.567,0.008333,1.303501,0.0645,0.2565,68.425146,1235.1616
2005-06-28T03:00:00.000000,0.321,0.5505,0.192,0.0615,0.0975,0.165,0.114,0.741,0.372,0.417,0.024,0.078,1.318501,0.216,0.777,0.5475,1.536001,0.195,0.008333,0.870001,0.008333,0.438,0.897001,0.1785,0.24,3.516002,0.246,0.3495,0.874501,0.0495,0.1245,0.0795,0.243,1.188001,0.426,0.195,1.644001,0.0225,0.1545,97.458409,1298.6276
2005-06-28T06:00:00.000000,0.114,0.2565,0.0855,0.324,0.036,0.008333,0.0525,0.273,0.1935,0.2355,0.008333,0.033,0.6465,0.1125,0.4905,0.2355,0.639,0.615,0.008333,0.327,0.008333,0.1425,0.606,0.0525,0.084,0.231,0.0405,0.0435,0.3975,0.008333,0.0435,0.057,0.1245,0.5895,0.1785,0.0675,0.6405,0.008333,0.048,47.447283,593.4584
2005-06-29T03:00:00.000000,0.666,1.458001,0.501,0.237,0.2295,0.1455,0.1215,0.909001,0.897001,1.059001,0.0435,0.18,2.782502,0.4635,1.915501,1.407001,3.699002,0.195,0.105,1.467001,0.063,0.6045,2.131501,0.1485,0.3495,1.257001,0.1425,0.165,1.960501,0.1125,0.1245,0.174,0.5595,2.587502,0.6495,0.453,3.126002,0.0315,0.354,44.58343,1249.348
2005-06-29T06:00:00.000000,0.2745,0.69,0.2235,0.249,0.1005,0.0675,0.066,0.829501,0.5295,0.816001,0.008333,0.0585,2.190001,0.219,0.5715,1.143001,1.708501,0.906001,0.0375,0.624,0.0405,0.2265,1.386001,0.129,0.1575,0.786,0.0735,0.072,0.940501,0.0465,0.0645,0.1035,0.2355,2.079001,0.5745,0.084,1.336501,0.0225,0.105,9.181424,600.59172
2005-06-30T03:00:00.000000,0.008333,0.294,0.111,0.2325,0.0885,0.0495,0.171,0.54,0.438,0.369,0.008333,0.042,2.544002,0.129,0.768,0.825001,2.301001,0.084,0.0375,0.4725,0.008333,0.1275,1.156501,0.0675,0.1575,0.726,0.0615,0.075,0.807001,0.0345,0.0525,0.042,0.1485,1.945501,0.27,0.069,0.825001,0.008333,0.0765,5.736761,476.33436
2005-07-01T03:00:00.000000,0.0735,0.105,0.0465,0.084,0.0345,0.027,0.075,0.246,0.1635,0.201,0.008333,0.0165,1.632001,0.0495,0.2955,0.6555,0.7125,0.2055,0.008333,0.1785,0.0165,0.0795,0.808501,0.0465,0.081,1.302001,0.042,0.0345,0.402,0.0225,0.054,0.027,0.066,1.525501,0.1575,0.0345,0.333,0.008333,0.0285,4.205572,296.70474
2005-07-01T06:00:00.000000,0.0765,0.1545,0.0405,0.069,0.0405,0.0375,0.0915,0.258,0.0795,0.246,0.008333,0.018,1.456501,0.033,0.321,0.5745,0.663,0.4245,0.008333,0.114,0.008333,0.048,0.735,0.06,0.081,1.110001,0.0555,0.057,0.36,0.008333,0.0765,0.033,0.0435,1.449001,0.1545,0.0405,0.2595,0.008333,0.0195,11.530101,339.82096
2005-07-02T03:00:00.000000,0.0405,0.081,0.008333,0.008333,0.008333,0.008333,0.039,0.3735,0.0975,0.249,0.008333,0.008333,1.161001,0.0435,0.378,0.48,0.678,0.219,0.008333,0.093,0.008333,0.008333,0.675,0.008333,0.0525,1.282501,0.008333,0.008333,0.3285,0.008333,0.008333,0.008333,0.0405,1.084501,0.1215,0.081,0.2835,0.008333,0.12,8.213358,279.427
2005-07-02T06:00:00.000000,0.045,0.1185,0.008333,0.0945,0.0435,0.008333,0.0615,0.429,0.087,0.2355,0.008333,0.057,1.887001,0.0495,0.3945,1.272001,1.383001,0.315,0.008333,0.093,0.008333,0.008333,2.196001,0.008333,0.123,0.895501,0.008333,0.0375,0.684,0.008333,0.008333,0.008333,0.039,2.865002,0.165,0.075,0.2745,0.008333,0.048,7.292896,431.0634
2005-07-03T03:00:00.000000,0.2505,0.486,0.1845,0.18,0.1095,0.0435,0.213,1.086001,0.4815,0.7485,0.008333,0.063,2.506502,0.144,2.421002,0.865501,2.158501,0.1215,0.048,0.567,0.008333,0.144,1.086001,0.063,0.1785,3.331502,0.069,0.0945,1.182001,0.0435,0.0555,0.054,0.2175,1.951501,0.5565,0.06,1.162501,0.008333,0.129,33.877427,885.9198
2005-07-04T03:00:00.000000,0.1815,0.2565,0.084,0.1245,0.06,0.008333,0.036,0.462,0.4245,0.75,0.075,0.066,4.501503,0.2175,2.037001,1.089001,1.659001,0.1635,0.008333,0.3495,0.008333,0.1275,1.458001,0.069,0.12,1.056001,0.0735,0.042,0.955501,0.008333,0.069,0.0375,0.1365,2.088001,1.935001,0.2925,0.984001,0.084,0.1275,4.285079,626.161
2005-07-04T06:00:00.000000,0.0735,0.201,0.0615,0.1065,0.039,0.033,0.1515,0.489,0.225,1.189501,0.0405,0.033,4.089003,0.1335,2.221501,0.726,1.236001,1.119001,0.008333,0.222,0.008333,0.0555,1.267501,0.0495,0.1095,1.146001,0.045,0.0405,0.7905,0.008333,0.0495,0.0735,0.078,1.527001,1.734001,0.219,1.200001,0.045,0.066,33.629531,826.0566
2005-07-05T03:00:00.000000,0.2565,0.579,0.198,0.165,0.096,0.063,0.177,0.3735,0.4575,0.399,0.008333,0.0915,1.546501,0.1965,0.678,0.537,1.596001,0.3435,0.008333,0.7065,0.008333,0.2895,0.903001,0.069,0.1635,0.975001,0.072,0.0975,0.777,0.054,0.057,0.096,0.252,1.452001,0.3705,0.069,1.303501,0.2685,0.156,14.391069,538.78882
2005-07-05T06:00:00.000000,0.2985,0.5265,0.174,0.1575,0.096,0.06,0.177,0.324,0.3915,0.4155,0.021,0.0795,1.377001,0.1725,0.883501,0.618,1.776001,0.903001,0.008333,0.585,0.008333,0.207,0.958501,0.048,0.159,0.4425,0.054,0.0825,0.744,0.042,0.042,0.0915,0.216,1.489501,0.705,0.0705,1.170001,0.159,0.138,29.135117,655.9212
2005-07-07T03:00:00.000000,0.1185,0.2025,0.066,0.0585,0.033,0.008333,0.0705,0.1035,0.171,0.1515,0.008333,0.03,0.3855,0.069,0.285,0.117,0.5595,0.2805,0.008333,0.252,0.008333,0.1035,0.2955,0.0705,0.075,0.1125,0.0675,0.0465,0.252,0.008333,0.0795,0.0465,0.096,0.339,0.111,0.033,0.471,0.008333,0.06,6.011049,187.20848
2005-07-07T06:00:00.000000,0.168,0.303,0.099,0.0825,0.0585,0.0195,0.1065,0.1665,0.2595,0.2445,0.008333,0.0525,0.4725,0.1065,0.444,0.168,0.855001,0.883501,0.008333,0.3675,0.008333,0.1125,0.408,0.0405,0.087,0.174,0.051,0.0585,0.36,0.03,0.0345,0.0975,0.1395,0.4785,0.186,0.0345,0.6705,0.008333,0.0915,8.042131,275.37718
2005-07-08T03:00:00.000000,0.093,0.174,0.0585,0.0765,0.0465,0.012,0.0705,0.423,0.255,0.2445,0.012,0.018,2.098501,0.06,0.738,0.6555,0.7455,0.069,0.008333,0.279,0.033,0.0615,0.675,0.0585,0.0735,2.205001,0.03,0.0375,0.3855,0.0495,0.024,0.0225,0.0795,1.780501,0.273,0.069,0.4005,0.0135,0.0345,16.434749,463.0982
