date,124-trimethylbenzene,224-trimethylpentane,234-trimethylpentane,23-dimethylbutane,23-dimethylpentane,2-methylheptane,3-methylhexane,3-methylpentane,acetylene,benzene,cis-2-butene,cis-2-pentene,ethane,ethylbenzene,ethylene,isobutane,isopentane,isoprene,isopropylbenzene,m_p_xylene,m-diethylbenzene,m-ethyltoluene,n-butane,n-decane,n-heptane,n-hexane,n-nonane,n-octane,n-pentane,n-propylbenzene,n-undecane,o-ethyltoluene,o-xylene,propane,propylene,styrene,toluene,trans-2-butene,trans-2-pentene,unidentified,tnmoc
2005-06-25T03:00:00.000000,0.005,2.810002,0.980001,0.840001,0.53,0.31,0.860001,2.710002,2.320001,2.900002,0.005,0.38,12.430008,0.990001,3.660002,3.920002,9.680006,0.920001,0.005,3.980002,0.005,0.970001,6.700004,0.36,1.130001,12.990008,0.32,0.57,4.990003,0.23,0.41,0.31,1.240001,10.940007,1.470001,0.4,7.730005,0.005,0.58,73.115736,174.7008
2005-06-25T06:00:00.000000,0.005,2.840002,0.900001,0.68,0.48,0.29,0.78,1.590001,2.780002,2.730002,0.005,0.23,9.200006,0.920001,3.810002,2.410002,6.460004,5.340003,0.005,3.360002,0.005,0.64,4.250003,0.35,0.69,1.950001,0.29,0.42,3.310002,0.29,0.23,0.46,1.210001,7.160004,1.620001,0.005,6.560004,0.005,0.37,45.576353,120.2064
2005-06-26T03:00:00.000000,1.670001,5.970004,1.400001,2.610002,0.900001,0.53,1.470001,15.23001,1.770001,3.620002,0.47,2.030001,16.15001,0.940001,49.490031,15.27001,19.120012,0.830001,0.26,3.430002,0.16,1.450001,16.960011,0.830001,1.620001,38.080024,0.78,0.890001,16.45001,0.25,0.24,0.24,1.100001,19.960012,17.160011,1.310001,6.780004,0.55,3.030002,178.99433,449.9945
2005-06-26T06:00:00.000000,0.69,1.830001,0.57,0.56,0.36,0.23,0.57,2.090001,1.620001,2.890002,0.005,0.19,9.640006,0.65,4.050003,3.950002,6.810004,4.200003,0.005,1.770001,0.005,0.71,7.120004,0.5,0.6,2.510002,0.33,0.36,3.650002,0.16,0.18,0.33,0.63,7.800005,1.450001,0.3,4.290003,0.005,0.21,54.866604,128.68665
2005-06-27T03:00:00.000000,0.005,4.800003,1.770001,1.050001,0.79,0.47,1.410001,5.000003,3.560002,3.480002,0.21,0.51,13.490008,1.460001,18.900012,6.660004,13.220008,0.67,0.005,5.380003,0.005,1.780001,6.580004,1.040001,1.670001,25.600016,0.62,1.200001,6.800004,0.56,0.005,0.66,2.260001,11.090007,3.190002,0.38,10.000006,0.005,0.930001,167.847202,325.0623
2005-06-27T06:00:00.000000,0.005,3.970002,1.290001,3.890002,0.860001,0.78,1.620001,5.240003,3.640002,4.130003,0.23,0.960001,16.34001,1.110001,6.990004,6.610004,28.880018,4.390003,0.005,4.090003,0.005,1.010001,13.530008,0.32,1.610001,16.25001,0.42,0.64,11.520007,0.28,0.5,0.44,1.430001,14.340009,3.780002,0.005,8.690005,0.43,1.710001,136.850292,308.7904
2005-06-28T03:00:00.000000,2.140001,3.670002,1.280001,0.41,0.65,1.100001,0.76,4.940003,2.480002,2.780002,0.16,0.52,8.790006,1.440001,5.180003,3.650002,10.240006,1.300001,0.005,5.800004,0.005,2.920002,5.980004,1.190001,1.600001,23.440015,1.640001,2.330001,5.830004,0.33,0.830001,0.53,1.620001,7.920005,2.840002,1.300001,10.960007,0.15,1.030001,194.916819,324.6569
2005-06-28T06:00:00.000000,0.76,1.710001,0.57,2.160001,0.24,0.005,0.35,1.820001,1.290001,1.570001,0.005,0.22,4.310003,0.75,3.270002,1.570001,4.260003,4.100003,0.005,2.180001,0.005,0.950001,4.040003,0.35,0.56,1.540001,0.27,0.29,2.650002,0.005,0.29,0.38,0.830001,3.930002,1.190001,0.45,4.270003,0.005,0.32,94.894567,148.3646
2005-06-29T03:00:00.000000,4.440003,9.720006,3.340002,1.580001,1.530001,0.970001,0.810001,6.060004,5.980004,7.060004,0.29,1.200001,18.550012,3.090002,12.770008,9.380006,24.660015,1.300001,0.7,9.780006,0.42,4.030003,14.210009,0.990001,2.330001,8.380005,0.950001,1.100001,13.070008,0.75,0.830001,1.160001,3.730002,17.250011,4.330003,3.020002,20.840013,0.21,2.360001,89.16686,312.337
2005-06-29T06:00:00.000000,1.830001,4.600003,1.490001,1.660001,0.67,0.45,0.44,5.530003,3.530002,5.440003,0.005,0.39,14.600009,1.460001,3.810002,7.620005,11.390007,6.040004,0.25,4.160003,0.27,1.510001,9.240006,0.860001,1.050001,5.240003,0.49,0.48,6.270004,0.31,0.43,0.69,1.570001,13.860009,3.830002,0.56,8.910006,0.15,0.7,18.362848,150.14793
