Date,Component,Concentration,Uncertainty,Uncertainty_Ratio
2001-06-22T23:00:00Z,Cd,6.6e-4,8.49e-4,1.2863636363636364
2001-06-22T23:00:00Z,Cu,0.00321,6.67e-4,0.20778816199376945
2001-06-22T23:00:00Z,Fe,0.0232,0.0057,0.2456896551724138
2001-06-22T23:00:00Z,Mn,0.00243,2.47e-4,0.10164609053497943
2001-06-22T23:00:00Z,Ni,0.00115,0.00107,0.9304347826086956
2001-06-22T23:00:00Z,Pb,0.00111,6.93e-4,0.6243243243243243
2001-06-22T23:00:00Z,Se,8.4e-4,0.002151,2.560714285714286
2001-06-22T23:00:00Z,Zn,0.0157,0.00339,0.2159235668789809
2001-06-22T23:00:00Z,SO4,3.64,0.364,0.09999999999999999
2001-06-22T23:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T23:00:00Z,OC,27.8,2,0.07194244604316546
2001-06-22T23:00:00Z,EC,0.87,0.607,0.6977011494252874
2001-06-22T23:00:00Z,Mass,65.8,789,11.990881458966566
2001-06-23T00:00:00Z,Cd,2e-5,9.99e-5,4.995
2001-06-23T00:00:00Z,Cu,0.00368,7.07e-4,0.1921195652173913
2001-06-23T00:00:00Z,Fe,0.0228,0.00546,0.23947368421052628
2001-06-23T00:00:00Z,Mn,0.00119,1.97e-4,0.16554621848739492
2001-06-23T00:00:00Z,Ni,3.6e-4,9.9e-4,2.75
2001-06-23T00:00:00Z,Pb,9.6e-4,7.03e-4,0.7322916666666666
2001-06-23T00:00:00Z,Se,2.5e-4,0.001791,7.164
2001-06-23T00:00:00Z,Zn,0.0103,0.00312,0.3029126213592233
2001-06-23T00:00:00Z,SO4,3.47,0.348,0.10028818443804033
2001-06-23T00:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T00:00:00Z,OC,44.8,2.77,0.061830357142857145
2001-06-23T00:00:00Z,EC,0.77,0.557,0.7233766233766235
2001-06-23T00:00:00Z,Mass,94.6,1134,11.987315010570825
2001-06-23T01:00:00Z,Cd,5.1e-4,0.001299,2.5470588235294116
2001-06-23T01:00:00Z,Cu,0.00321,6.37e-4,0.1984423676012461
2001-06-23T01:00:00Z,Fe,0.0115,0.00414,0.36
2001-06-23T01:00:00Z,Mn,8.6e-4,1.87e-4,0.21744186046511627
2001-06-23T01:00:00Z,Ni,0,1.5e-4,Inf
